observacao;regiao;target;escore
obs2115;CENTRO-OESTE;0.0;0.9569
obs279;SULDESTE;0.0;0.9643
obs4448;CENTRO-OESTE;0.0;0.9926
obs7804;CENTRO-OESTE;0.0;0.9851
obs58;CENTRO-OESTE;0.0;0.9838
obs1739;SULDESTE;0.0;0.981
obs2223;SUL;0.0;0.9925
obs5408;SULDESTE;0.0;0.9895
obs3556;NORDESTE;0.0;0.7942
obs1156;SULDESTE;0.0;0.9901
obs7908;SULDESTE;0.0;0.9871
obs2937;SUL;0.0;0.9994
obs4589;CENTRO-OESTE;0.0;0.9975
obs6068;SULDESTE;0.0;0.9858
obs8832;SULDESTE;0.0;0.9956
obs8126;SUL;0.0;0.9782
obs7748;SULDESTE;0.0;0.9973
obs5078;SUL;0.0;0.9993
obs3810;CENTRO-OESTE;0.0;0.9995
obs351;SUL;0.0;0.9879
obs6449;NORDESTE;0.0;0.9578
obs8600;SUL;0.0;0.9533
obs9321;SUL;0.0;0.9896
obs674;SULDESTE;0.0;0.9574
obs6920;NORTE;0.0;0.9934
obs7428;SUL;0.0;0.9927
obs2528;NORDESTE;0.0;0.9912
obs7595;SULDESTE;0.0;0.9998
obs4745;SULDESTE;0.0;0.996
obs301;NORDESTE;0.0;0.998
obs4325;NORTE;0.0;0.9945
obs6607;NORTE;0.0;0.9882
obs771;NORDESTE;0.0;0.9653
obs5748;SUL;0.0;0.9993
obs5939;NORDESTE;0.0;0.9877
obs2899;NORDESTE;0.0;0.9788
obs5394;NORDESTE;0.0;0.991
obs150;NORDESTE;0.0;0.9722
obs2357;NORDESTE;0.0;0.9907
obs4065;CENTRO-OESTE;0.0;0.9855
obs7955;NORDESTE;0.0;0.9833
obs1184;NORDESTE;0.0;0.9987
obs1393;SUL;0.0;0.9665
obs6014;SUL;0.0;0.9986
obs758;SULDESTE;0.0;0.9975
obs3816;NORTE;0.0;0.9826
obs4752;SULDESTE;0.0;0.999
obs4313;NORDESTE;0.0;0.9919
obs8891;SUL;0.0;0.9939
obs5547;NORDESTE;0.0;0.9944
obs2575;SULDESTE;0.0;0.9996
obs340;NORTE;0.0;0.9635
obs1198;NORDESTE;0.0;0.9938
obs558;SULDESTE;0.0;0.9752
obs3765;NORDESTE;0.0;0.8185
obs6035;NORDESTE;0.0;0.9979
obs2389;NORDESTE;0.0;0.9822
obs2039;SUL;0.0;0.8698
obs1227;SULDESTE;0.0;0.9963
obs563;CENTRO-OESTE;0.0;0.9426
obs2964;CENTRO-OESTE;0.0;0.9805
obs8441;NORTE;1.0;0.9527
obs4366;SULDESTE;0.0;0.9989
obs1696;SULDESTE;0.0;0.9599
obs2274;SULDESTE;0.0;0.9977
obs6496;NORDESTE;0.0;0.9472
obs7134;SUL;0.0;0.9328
obs2055;NORDESTE;0.0;0.9942
obs2387;NORDESTE;0.0;0.9535
obs7465;NORTE;0.0;0.992
obs9481;SULDESTE;0.0;0.9914
obs5201;SUL;0.0;0.9866
obs8997;SULDESTE;0.0;0.9853
obs3707;SULDESTE;0.0;0.9709
obs2183;NORDESTE;0.0;0.9921
obs3766;SULDESTE;0.0;0.991
obs8254;CENTRO-OESTE;0.0;0.9994
obs79;SULDESTE;0.0;0.9998
obs5271;NORDESTE;0.0;0.9976
obs1132;CENTRO-OESTE;0.0;0.9933
obs618;NORDESTE;0.0;0.9379
obs5847;NORTE;0.0;0.989
obs1175;SULDESTE;0.0;0.9924
obs7379;CENTRO-OESTE;0.0;0.9837
obs764;NORTE;0.0;0.9713
obs2612;CENTRO-OESTE;0.0;0.9866
obs6082;SULDESTE;0.0;0.9988
obs2977;SUL;0.0;0.9944
obs6359;SULDESTE;0.0;0.9989
obs8214;NORDESTE;0.0;0.978
obs2591;NORDESTE;0.0;0.8023
obs6539;SULDESTE;0.0;0.8615
obs3633;NORDESTE;0.0;0.9658
obs7255;SUL;0.0;0.9976
obs5996;SULDESTE;0.0;0.9569
obs9270;NORTE;0.0;0.9308
obs1479;SULDESTE;0.0;0.977
obs7165;SULDESTE;0.0;0.9919
obs6532;NORTE;0.0;0.999
obs3360;SUL;0.0;0.862
obs1353;SUL;0.0;0.9881
obs1492;SULDESTE;0.0;0.9958
obs3509;NORDESTE;0.0;0.9894
obs608;NORTE;0.0;0.9999
obs1955;NORDESTE;0.0;0.8342
obs6050;NORTE;0.0;0.9824
obs1424;SUL;0.0;0.9367
obs8532;SUL;0.0;0.9649
obs130;NORTE;0.0;0.8833
obs6062;SUL;0.0;0.9996
obs2787;NORTE;0.0;0.9953
obs4860;SUL;0.0;0.9543
obs1537;SULDESTE;0.0;0.9767
obs5900;NORTE;0.0;0.9311
obs5301;SUL;0.0;0.9902
obs5022;NORTE;0.0;0.9987
obs2517;SULDESTE;0.0;0.9996
obs7471;SULDESTE;0.0;0.9979
obs7410;SULDESTE;0.0;0.9999
obs86;SULDESTE;0.0;0.9875
obs6461;NORDESTE;0.0;0.9951
obs384;SUL;0.0;0.9875
obs3039;SULDESTE;0.0;0.9968
obs1448;SUL;0.0;0.8663
obs2279;SULDESTE;0.0;0.9625
obs1421;NORDESTE;0.0;0.9916
obs8105;CENTRO-OESTE;0.0;0.9636
obs4741;SUL;0.0;0.9613
obs2262;NORDESTE;0.0;0.7368
obs795;SULDESTE;0.0;0.9748
obs4025;NORDESTE;0.0;0.9907
obs9302;SULDESTE;0.0;0.9859
obs8585;SULDESTE;0.0;0.9988
obs4066;SULDESTE;0.0;0.9367
obs2627;CENTRO-OESTE;0.0;0.9992
obs8588;SULDESTE;0.0;0.997
obs1386;SULDESTE;0.0;0.9949
obs5863;SULDESTE;0.0;0.9999
obs4359;NORTE;0.0;0.9863
obs3789;NORTE;0.0;0.9399
obs4220;SULDESTE;0.0;0.9867
obs2918;SULDESTE;0.0;0.9856
obs762;SUL;0.0;0.9997
obs6860;NORTE;0.0;0.9856
obs1295;NORDESTE;0.0;0.9514
obs9433;NORDESTE;0.0;0.9275
obs3521;CENTRO-OESTE;0.0;0.9963
obs6733;NORDESTE;0.0;0.8845
obs9845;SULDESTE;0.0;0.9607
obs8693;SULDESTE;0.0;0.9929
obs3182;NORDESTE;0.0;0.9966
obs7904;NORDESTE;0.0;0.8508
obs2838;NORDESTE;0.0;0.9967
obs7148;SULDESTE;0.0;0.9992
obs2804;CENTRO-OESTE;0.0;0.9234
obs132;SUL;0.0;0.9761
obs848;SULDESTE;0.0;0.9968
obs8867;SUL;0.0;0.9772
obs9804;CENTRO-OESTE;0.0;0.9803
obs3110;SUL;0.0;0.9977
obs9347;NORDESTE;0.0;0.9793
obs5010;SULDESTE;0.0;0.9988
obs5442;SULDESTE;0.0;0.9589
obs7254;SUL;0.0;0.8934
obs8962;SULDESTE;0.0;0.9996
obs2865;NORDESTE;0.0;0.9763
obs2701;SULDESTE;0.0;0.9999
obs8409;SUL;0.0;0.9892
obs5181;SULDESTE;0.0;0.9581
obs4062;NORDESTE;0.0;0.9876
obs1127;SUL;0.0;0.9707
obs820;NORDESTE;0.0;0.9966
obs3904;SULDESTE;0.0;0.9778
obs1769;SUL;0.0;0.9915
obs9324;SUL;0.0;0.9997
obs5911;NORTE;1.0;0.9924
obs9274;NORDESTE;0.0;0.9976
obs2299;SULDESTE;0.0;0.9951
obs8649;SULDESTE;0.0;0.9615
obs8290;SULDESTE;0.0;0.9753
obs6069;NORDESTE;0.0;0.9471
obs8594;NORDESTE;0.0;0.9983
obs6768;SULDESTE;0.0;0.9995
obs1974;NORDESTE;0.0;0.9816
obs5666;SUL;0.0;0.9921
obs5455;SULDESTE;0.0;0.9943
obs7645;NORTE;0.0;0.9535
obs4088;NORDESTE;0.0;0.9755
obs4326;NORTE;0.0;0.9765
obs6097;SUL;0.0;0.999
obs5235;NORDESTE;0.0;0.9922
obs499;CENTRO-OESTE;0.0;0.9084
obs411;SULDESTE;0.0;0.9831
obs9138;SULDESTE;0.0;0.9236
obs8949;SUL;0.0;0.9908
obs9305;SULDESTE;0.0;0.9982
obs2430;SULDESTE;0.0;0.9987
obs3455;SULDESTE;0.0;0.9998
obs5494;CENTRO-OESTE;0.0;0.9562
obs1935;SULDESTE;0.0;0.9956
obs7610;SULDESTE;0.0;0.9641
obs1321;SULDESTE;0.0;0.9749
obs5583;SUL;0.0;0.9123
obs7016;NORDESTE;0.0;0.9899
obs1116;SUL;1.0;0.8789
obs5447;SUL;0.0;0.9647
obs1369;NORDESTE;0.0;0.9969
obs1580;SULDESTE;0.0;0.999
obs2246;SUL;0.0;0.9914
obs8798;SUL;0.0;0.9868
obs235;SULDESTE;0.0;0.9926
obs7528;SUL;0.0;0.9962
obs346;SULDESTE;0.0;0.9971
obs5854;CENTRO-OESTE;0.0;0.9874
obs3678;SUL;0.0;0.9994
obs5637;SULDESTE;0.0;0.9972
obs2576;NORTE;0.0;0.9937
obs107;SULDESTE;0.0;0.9743
obs559;NORDESTE;0.0;0.8549
obs872;SUL;0.0;0.9775
obs6355;SUL;0.0;0.9842
obs7694;CENTRO-OESTE;0.0;0.9821
obs7616;SULDESTE;0.0;0.9966
obs8781;CENTRO-OESTE;0.0;0.9966
obs7811;SULDESTE;0.0;0.999
obs4298;CENTRO-OESTE;0.0;0.9941
obs3117;SUL;0.0;0.9814
obs5797;SULDESTE;0.0;0.9957
obs2378;SULDESTE;0.0;0.9999
obs5316;NORDESTE;0.0;0.9823
obs7643;NORDESTE;0.0;0.9898
obs5606;NORTE;0.0;0.9761
obs7023;CENTRO-OESTE;0.0;0.953
obs588;SULDESTE;0.0;0.9943
obs8739;SUL;0.0;0.9645
obs4249;SULDESTE;0.0;0.9605
obs4694;SUL;0.0;0.9956
obs9490;SULDESTE;0.0;0.9984
obs7889;SULDESTE;0.0;0.9916
obs5493;SULDESTE;0.0;0.9969
obs8384;SULDESTE;0.0;0.9753
obs5635;SULDESTE;0.0;0.9907
obs2848;NORDESTE;0.0;0.8774
obs4576;NORDESTE;0.0;0.784
obs7871;SUL;0.0;0.9482
obs4746;NORDESTE;0.0;0.7286
obs8015;NORDESTE;0.0;0.9965
obs7381;SUL;0.0;0.9994
obs7063;SULDESTE;0.0;0.9846
obs2611;SULDESTE;0.0;0.8909
obs9429;NORTE;0.0;0.9931
obs1825;SUL;0.0;0.9996
obs3458;SULDESTE;0.0;0.9669
obs3346;NORDESTE;0.0;0.9993
obs2511;CENTRO-OESTE;1.0;0.997
obs4268;NORDESTE;0.0;0.9732
obs4596;SULDESTE;0.0;0.994
obs6259;SUL;0.0;0.9428
obs1903;SUL;0.0;0.9824
obs5763;SULDESTE;0.0;0.9999
obs681;NORTE;0.0;0.9468
obs8370;SUL;0.0;0.9934
obs8134;CENTRO-OESTE;0.0;0.9985
obs3351;NORDESTE;0.0;0.9159
obs5891;NORDESTE;0.0;0.9854
obs1816;NORDESTE;1.0;0.8189
obs4532;SUL;1.0;0.7875
obs2177;SULDESTE;0.0;0.9965
obs4527;SUL;0.0;0.9749
obs5212;NORDESTE;0.0;0.9979
obs4245;SULDESTE;0.0;0.999
obs1096;CENTRO-OESTE;0.0;0.9995
obs9295;SUL;0.0;0.9788
obs7267;CENTRO-OESTE;0.0;0.9068
obs554;NORTE;0.0;0.9995
obs9610;SUL;0.0;0.9831
obs3863;SULDESTE;0.0;0.979
obs8817;CENTRO-OESTE;0.0;0.99
obs1837;CENTRO-OESTE;0.0;0.9437
obs3666;SUL;0.0;0.9975
obs2750;NORDESTE;1.0;0.9791
obs3319;CENTRO-OESTE;0.0;0.9894
obs3534;NORTE;0.0;0.9457
obs5362;NORTE;0.0;0.9971
obs8205;NORDESTE;0.0;0.9981
obs1505;SUL;0.0;0.9843
obs9111;CENTRO-OESTE;0.0;0.9675
obs6031;SULDESTE;0.0;0.9765
obs7682;SULDESTE;0.0;0.9955
obs2442;NORDESTE;0.0;0.9865
obs7886;CENTRO-OESTE;0.0;0.9847
obs5020;SUL;0.0;0.9998
obs1685;NORTE;0.0;0.9987
obs4696;SULDESTE;0.0;0.9999
obs860;SULDESTE;0.0;0.9923
obs276;SULDESTE;0.0;0.9864
obs5498;SUL;0.0;0.9945
obs8336;NORDESTE;0.0;0.997
obs1337;NORDESTE;0.0;0.9985
obs8209;NORDESTE;0.0;0.9918
obs1561;NORDESTE;0.0;0.9194
obs3265;SULDESTE;0.0;0.9926
obs7427;CENTRO-OESTE;1.0;0.7938
obs933;NORTE;0.0;0.9632
obs7327;SUL;0.0;0.9997
obs2721;SULDESTE;0.0;0.9992
obs4706;SULDESTE;0.0;0.9707
obs2159;NORTE;0.0;0.9991
obs7552;NORTE;0.0;0.9533
obs4851;SULDESTE;0.0;0.9895
obs6743;SULDESTE;0.0;0.9628
obs3503;NORDESTE;0.0;0.9459
obs5230;SULDESTE;0.0;0.9181
obs5250;SULDESTE;0.0;0.9855
obs4573;SULDESTE;0.0;0.9775
obs6507;SULDESTE;0.0;0.9896
obs1836;SUL;0.0;0.9272
obs6918;SULDESTE;0.0;0.9962
obs627;SULDESTE;0.0;0.958
obs9051;SUL;0.0;0.9989
obs5062;NORDESTE;0.0;0.9343
obs3688;SULDESTE;0.0;0.9971
obs1055;SULDESTE;0.0;0.9562
obs8803;NORDESTE;0.0;0.9122
obs2590;NORDESTE;0.0;0.9995
obs7485;SUL;0.0;0.9663
obs6065;SULDESTE;0.0;0.9938
obs1357;SULDESTE;0.0;0.9997
obs247;NORDESTE;0.0;0.9703
obs4620;NORDESTE;0.0;0.9993
obs8401;NORDESTE;0.0;0.9893
obs5077;SUL;0.0;0.9953
obs4992;SULDESTE;0.0;0.9997
obs4497;SULDESTE;0.0;0.9999
obs5551;NORDESTE;0.0;0.9906
obs8770;NORDESTE;0.0;0.9978
obs7964;SULDESTE;0.0;0.9874
obs5497;SULDESTE;0.0;0.9812
obs64;SUL;0.0;0.9303
obs2125;SUL;0.0;0.9917
obs3141;NORDESTE;0.0;0.8034
obs3130;SUL;0.0;0.9601
obs7714;NORDESTE;0.0;0.9821
obs8213;SUL;0.0;0.9846
obs4530;SULDESTE;0.0;0.9706
obs6665;NORDESTE;0.0;0.9646
obs7567;SULDESTE;0.0;0.9048
obs9619;SULDESTE;0.0;0.9987
obs2634;SULDESTE;0.0;0.9998
obs3877;SUL;0.0;0.9378
obs3137;NORDESTE;0.0;0.9474
obs2404;SULDESTE;0.0;0.9797
obs3885;NORTE;0.0;0.9907
obs4367;NORTE;0.0;0.9701
obs2044;SULDESTE;1.0;0.9939
obs4137;NORDESTE;0.0;0.9862
obs2735;SUL;0.0;0.999
obs721;NORDESTE;0.0;0.9292
obs3486;CENTRO-OESTE;0.0;0.9701
obs7243;NORDESTE;0.0;0.995
obs6942;SULDESTE;0.0;0.9993
obs2810;NORDESTE;0.0;0.7659
obs2368;CENTRO-OESTE;0.0;0.9353
obs2998;SUL;0.0;0.9979
obs5052;CENTRO-OESTE;0.0;0.9755
obs5149;NORDESTE;0.0;0.9795
obs2432;SULDESTE;0.0;0.9976
obs25;SULDESTE;0.0;0.9719
obs5024;CENTRO-OESTE;0.0;0.9783
obs6420;SULDESTE;0.0;0.984
obs487;SULDESTE;0.0;0.9996
obs1478;SULDESTE;0.0;0.9993
obs4469;SULDESTE;0.0;0.9994
obs6482;SULDESTE;0.0;0.9959
obs6022;NORDESTE;0.0;0.9993
obs7041;SUL;0.0;0.9939
obs40;SULDESTE;0.0;0.9989
obs3637;NORDESTE;0.0;0.9866
obs6106;NORDESTE;0.0;0.9747
obs3310;SULDESTE;0.0;0.9252
obs6384;NORDESTE;0.0;0.986
obs3930;SULDESTE;0.0;0.9791
obs6576;SULDESTE;0.0;0.9997
obs4370;NORDESTE;0.0;0.9793
obs7051;SUL;0.0;0.9954
obs7304;SUL;0.0;0.9794
obs8769;SULDESTE;0.0;0.9953
obs5347;NORDESTE;0.0;0.9873
obs3606;CENTRO-OESTE;0.0;0.9891
obs3660;SULDESTE;0.0;0.9787
obs5485;SUL;0.0;0.8851
obs2707;SUL;0.0;0.9824
obs685;SULDESTE;0.0;0.9558
obs7725;SULDESTE;0.0;0.9885
obs3111;NORDESTE;0.0;0.9917
obs6299;SULDESTE;0.0;0.9652
obs1969;SULDESTE;0.0;0.9984
obs8256;CENTRO-OESTE;0.0;0.9485
obs1059;CENTRO-OESTE;0.0;0.9854
obs189;SULDESTE;0.0;0.9834
obs319;SULDESTE;0.0;0.9822
obs5701;CENTRO-OESTE;0.0;0.9961
obs4227;CENTRO-OESTE;0.0;0.8632
obs817;SULDESTE;0.0;0.9925
obs2250;SULDESTE;0.0;0.9977
obs1242;CENTRO-OESTE;0.0;0.9707
obs166;SULDESTE;0.0;0.9978
obs1167;CENTRO-OESTE;0.0;0.9407
obs871;SULDESTE;0.0;0.9577
obs4914;SUL;0.0;0.9983
obs7517;SULDESTE;0.0;0.9712
obs2048;SULDESTE;0.0;0.9999
obs4222;SUL;0.0;0.9937
obs9644;SULDESTE;0.0;0.9931
obs38;NORDESTE;0.0;0.9503
obs7101;CENTRO-OESTE;1.0;0.722
obs1012;NORDESTE;0.0;0.9983
obs305;NORDESTE;0.0;0.9575
obs9565;SULDESTE;1.0;0.9784
obs7850;NORDESTE;0.0;0.9607
obs1566;NORDESTE;0.0;0.7943
obs3988;NORDESTE;0.0;0.9832
obs6807;CENTRO-OESTE;0.0;0.9149
obs1200;SUL;0.0;0.9424
obs3640;SULDESTE;0.0;0.9966
obs4701;NORDESTE;0.0;0.9998
obs6444;NORDESTE;0.0;0.9979
obs8712;CENTRO-OESTE;0.0;0.868
obs9510;NORDESTE;1.0;0.7911
obs1614;CENTRO-OESTE;0.0;0.9977
obs5474;SUL;0.0;0.9188
obs4561;NORDESTE;0.0;0.9432
obs3344;SUL;0.0;0.9848
obs6234;CENTRO-OESTE;0.0;0.9933
obs2420;NORTE;0.0;0.9929
obs290;SULDESTE;0.0;0.9959
obs8537;SULDESTE;0.0;0.965
obs9308;NORDESTE;0.0;0.9601
obs5019;NORTE;0.0;0.9929
obs1893;NORDESTE;0.0;0.9611
obs746;SUL;0.0;0.9466
obs2681;SULDESTE;0.0;0.9927
obs9180;SUL;0.0;0.9739
obs571;NORDESTE;0.0;0.9991
obs862;NORTE;0.0;0.9847
obs6686;SULDESTE;0.0;0.9776
obs5032;SULDESTE;0.0;0.9558
obs7985;SUL;0.0;0.8941
obs444;NORTE;0.0;0.9993
obs478;NORDESTE;0.0;0.9878
obs3654;NORDESTE;0.0;0.9542
obs20;SULDESTE;0.0;0.9998
obs8035;SUL;0.0;0.9571
obs3340;SULDESTE;0.0;0.9983
obs329;SUL;0.0;0.9874
obs4719;NORTE;0.0;0.999
obs1973;SULDESTE;0.0;0.9567
obs3819;SUL;1.0;0.7825
obs9570;SULDESTE;0.0;0.995
obs1563;NORDESTE;0.0;0.9876
obs6543;SULDESTE;0.0;0.9949
obs4170;SULDESTE;0.0;0.9816
obs7662;SULDESTE;0.0;0.897
obs6565;SULDESTE;0.0;0.964
obs50;NORDESTE;0.0;0.9984
obs6980;SULDESTE;0.0;0.9941
obs7765;SULDESTE;0.0;0.9985
obs5574;NORDESTE;0.0;0.9973
obs652;SULDESTE;0.0;0.998
obs1158;SULDESTE;0.0;0.981
obs9006;NORTE;0.0;0.9907
obs8599;SULDESTE;0.0;0.9738
obs1985;SUL;0.0;0.9859
obs790;NORDESTE;0.0;0.9994
obs6701;NORDESTE;0.0;0.8845
obs557;NORDESTE;0.0;0.9763
obs5741;SULDESTE;0.0;0.9961
obs2773;SUL;0.0;0.9974
obs7341;NORDESTE;0.0;0.8908
obs2596;NORTE;0.0;0.9605
obs5030;NORDESTE;0.0;0.9949
obs814;SUL;0.0;0.996
obs491;SULDESTE;0.0;0.9118
obs4975;SULDESTE;0.0;0.9206
obs9364;NORDESTE;1.0;0.7932
obs3659;NORTE;0.0;0.9907
obs99;NORDESTE;0.0;0.9898
obs194;NORDESTE;0.0;0.9985
obs4866;SULDESTE;0.0;0.9993
obs9104;SUL;0.0;0.9897
obs1565;SULDESTE;0.0;0.994
obs5012;NORTE;0.0;0.9996
obs8846;NORDESTE;0.0;0.9925
obs1510;SUL;0.0;0.9747
obs3419;NORDESTE;0.0;0.9759
obs7434;NORTE;0.0;0.9864
obs7520;SULDESTE;0.0;0.997
obs6130;NORDESTE;0.0;0.9554
obs6649;SUL;0.0;0.8687
obs9063;CENTRO-OESTE;0.0;0.9893
obs3711;NORDESTE;0.0;0.9996
obs621;SULDESTE;0.0;0.9904
obs5500;SUL;0.0;0.9663
obs443;NORDESTE;0.0;0.9994
obs4158;SULDESTE;0.0;0.992
obs4932;NORTE;0.0;0.9957
obs4630;SULDESTE;0.0;0.978
obs6821;NORDESTE;0.0;0.9542
obs4849;SULDESTE;0.0;0.9938
obs4664;SULDESTE;0.0;0.9635
obs125;SULDESTE;0.0;0.9939
obs7618;SUL;0.0;0.9769
obs845;CENTRO-OESTE;0.0;0.9399
obs2435;NORDESTE;0.0;0.9843
obs8820;SULDESTE;0.0;0.9939
obs7420;SULDESTE;0.0;0.9765
obs868;NORDESTE;0.0;0.9525
obs3099;NORDESTE;1.0;0.9523
obs3767;CENTRO-OESTE;0.0;0.9972
obs5997;SULDESTE;0.0;0.9935
obs2569;SULDESTE;0.0;0.9996
obs4854;SUL;0.0;0.9995
obs753;SULDESTE;0.0;0.9994
obs3823;NORDESTE;0.0;0.9956
obs2827;NORDESTE;0.0;0.9311
obs5591;NORTE;0.0;0.9737
obs3715;NORDESTE;0.0;0.998
obs5795;SUL;0.0;0.9734
obs3557;NORDESTE;0.0;0.9818
obs2777;SULDESTE;0.0;0.976
obs3187;NORDESTE;0.0;0.9957
obs4371;SULDESTE;0.0;0.9999
obs9240;NORTE;0.0;0.9517
obs7976;CENTRO-OESTE;0.0;0.9722
obs7717;NORDESTE;0.0;0.9897
obs5105;SUL;0.0;0.9997
obs7059;SULDESTE;0.0;0.987
obs7111;SUL;0.0;0.999
obs638;SUL;0.0;0.9964
obs5368;SULDESTE;1.0;0.9761
obs458;SULDESTE;0.0;0.9995
obs5755;NORDESTE;0.0;0.9875
obs7698;SUL;0.0;0.9804
obs2359;SULDESTE;0.0;0.995
obs6772;SULDESTE;0.0;0.9974
obs9797;NORTE;0.0;0.9406
obs2380;NORDESTE;0.0;0.9587
obs4585;SULDESTE;0.0;0.9805
obs6525;SULDESTE;0.0;0.9258
obs8430;SUL;1.0;0.843
obs6870;NORDESTE;0.0;0.9837
obs5226;SULDESTE;0.0;0.9007
obs6822;CENTRO-OESTE;0.0;0.9395
obs8125;NORDESTE;0.0;0.9494
obs4673;SUL;0.0;0.9958
obs7992;CENTRO-OESTE;0.0;0.7102
obs3164;SULDESTE;0.0;0.9834
obs9438;NORTE;0.0;0.9791
obs6337;NORTE;0.0;0.9988
obs8940;NORDESTE;0.0;0.961
obs4646;SUL;0.0;0.9964
obs2084;NORDESTE;0.0;0.9922
obs2253;NORDESTE;0.0;0.9518
obs6696;SUL;0.0;0.9369
obs1671;CENTRO-OESTE;0.0;0.8616
obs8380;CENTRO-OESTE;0.0;0.9873
obs2554;NORDESTE;0.0;0.9989
obs5553;SUL;0.0;0.9819
obs4787;SULDESTE;0.0;0.9999
obs6324;NORTE;0.0;0.9691
obs5677;SULDESTE;0.0;0.9775
obs6973;SULDESTE;0.0;0.9668
obs2519;SUL;0.0;0.9986
obs3190;SUL;0.0;0.9855
obs6453;NORTE;0.0;0.9866
obs9137;SULDESTE;0.0;0.9984
obs7293;NORTE;0.0;0.9827
obs5595;CENTRO-OESTE;0.0;0.9524
obs2751;NORDESTE;0.0;0.8234
obs3007;SULDESTE;0.0;0.995
obs1223;CENTRO-OESTE;0.0;0.9841
obs3348;NORDESTE;0.0;0.7105
obs2015;NORDESTE;0.0;0.9483
obs2645;SUL;0.0;0.9926
obs3706;CENTRO-OESTE;0.0;0.9349
obs6823;NORDESTE;0.0;0.8923
obs274;SULDESTE;0.0;0.9992
obs7531;SULDESTE;0.0;0.9608
obs428;SULDESTE;0.0;0.9725
obs6448;SULDESTE;0.0;0.9911
obs2542;SUL;0.0;0.9843
obs7142;SULDESTE;0.0;0.9856
obs5682;SULDESTE;0.0;0.9928
obs4050;NORTE;0.0;0.9954
obs7699;SULDESTE;0.0;0.9964
obs5848;SULDESTE;0.0;0.9966
obs6119;SULDESTE;0.0;0.992
obs7456;SUL;0.0;0.9849
obs482;NORDESTE;0.0;0.9984
obs3813;NORTE;0.0;0.9978
obs1631;SUL;0.0;0.9145
obs9674;SULDESTE;0.0;0.9893
obs2982;NORDESTE;0.0;0.9271
obs8534;SULDESTE;0.0;0.9705
obs6249;NORDESTE;0.0;0.9905
obs1801;SUL;0.0;0.9992
obs3435;SULDESTE;0.0;0.9938
obs952;SULDESTE;0.0;0.9976
obs7776;NORDESTE;0.0;0.9927
obs4697;SULDESTE;0.0;0.9993
obs252;CENTRO-OESTE;0.0;0.9957
obs4981;SULDESTE;0.0;0.9416
obs4509;NORTE;0.0;0.9789
obs9410;NORDESTE;0.0;0.9973
obs2059;SUL;0.0;0.9461
obs1278;NORDESTE;0.0;0.995
obs201;SUL;0.0;0.9827
obs220;CENTRO-OESTE;0.0;0.9818
obs6804;SULDESTE;0.0;0.9999
obs1474;SUL;0.0;0.9998
obs6730;CENTRO-OESTE;0.0;0.9552
obs5603;SULDESTE;0.0;0.9808
obs723;SULDESTE;0.0;0.9976
obs4730;CENTRO-OESTE;0.0;0.9974
obs7693;SULDESTE;0.0;0.9826
obs882;SUL;0.0;0.9988
obs367;CENTRO-OESTE;0.0;0.9988
obs2794;SULDESTE;0.0;0.9935
obs9719;SULDESTE;0.0;0.9988
obs1724;CENTRO-OESTE;0.0;0.9944
obs1910;SULDESTE;0.0;0.9311
obs8154;NORTE;0.0;0.9343
obs9192;NORDESTE;1.0;0.7632
obs5640;SUL;0.0;0.9998
obs600;SULDESTE;0.0;0.9993
obs8027;SUL;0.0;0.9825
obs4157;SULDESTE;0.0;0.9999
obs7006;SUL;0.0;0.9994
obs7067;NORDESTE;0.0;0.9359
obs9546;SUL;1.0;0.8842
obs2483;NORDESTE;0.0;0.9927
obs2808;SULDESTE;0.0;0.9984
obs7933;NORDESTE;0.0;0.9874
obs2955;SULDESTE;0.0;0.9952
obs2635;SUL;0.0;0.9088
obs8098;NORTE;0.0;0.9532
obs3397;SUL;0.0;0.9866
obs1350;SULDESTE;0.0;0.9996
obs8731;SUL;0.0;0.9948
obs280;CENTRO-OESTE;0.0;0.9997
obs9621;SUL;0.0;0.9698
obs6683;SULDESTE;0.0;0.9976
obs6240;SUL;0.0;0.9454
obs4493;SUL;0.0;0.9717
obs1115;SULDESTE;0.0;0.9959
obs2687;SULDESTE;0.0;0.9391
obs7270;CENTRO-OESTE;0.0;0.984
obs6004;CENTRO-OESTE;0.0;0.9759
obs8373;NORDESTE;0.0;0.9105
obs5850;NORDESTE;0.0;0.9984
obs1997;SUL;0.0;0.9469
obs7652;SUL;0.0;0.9985
obs4977;SULDESTE;0.0;0.9579
obs7547;SULDESTE;0.0;0.995
obs8385;SUL;0.0;0.9904
obs8813;NORTE;0.0;0.9945
obs5357;NORDESTE;0.0;0.9712
obs930;NORDESTE;0.0;0.8342
obs6026;SUL;0.0;0.9673
obs3393;SUL;0.0;0.9816
obs3681;SUL;0.0;0.984
obs6694;SUL;0.0;0.9957
obs4461;SUL;0.0;0.9995
obs4216;NORDESTE;0.0;0.9951
obs233;CENTRO-OESTE;0.0;0.9732
obs4175;CENTRO-OESTE;0.0;0.9301
obs3501;NORDESTE;0.0;0.9921
obs2684;SULDESTE;0.0;0.993
obs3672;NORDESTE;0.0;0.9664
obs2785;SULDESTE;0.0;0.9601
obs2516;CENTRO-OESTE;0.0;0.9667
obs6688;NORDESTE;0.0;0.9623
obs6290;SUL;0.0;0.9959
obs6118;SULDESTE;0.0;0.9972
obs9236;NORDESTE;0.0;0.993
